valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.769,1929,0.992,['Francisco Canaro'],0.77,160907,0.324,0,1BokmiOsdxBbFjCEWoIpeo,0.894,7,0.317,-6.148,1,Asi Es La Vida - Instrumental (Remasterizado),0,1929-10-18,0.0409,123.009
0.5770000000000001,1929,0.305,['Эрнест Хемингуэй'],0.7609999999999999,97310,0.23,1,1BrOYpAfHYX3scnfSN62oe,0.0,7,0.515,-22.121,1,Часть 85.3 & Часть 86.1 - Прощай оружие,0,1929,0.942,74.56
0.8190000000000001,1929,0.298,['Эрнест Хемингуэй'],0.6559999999999999,196054,0.184,1,1BwGSZ0UsC4qDR1tUWqaZL,0.0,7,0.4,-21.56,1,Часть 71.3 & Часть 72.1 - Прощай оружие,0,1929,0.935,92.358
0.705,1929,0.386,['Эрнест Хемингуэй'],0.7559999999999999,115000,0.18,1,1C1ZSDpWSN2KVLPfRMiin5,0.0,0,0.472,-21.463,1,Часть 91.2 - Прощай оружие,0,1929,0.935,70.085
0.585,1929,0.0519,['Эрих Мария Ремарк'],0.721,142000,0.35100000000000003,1,1D8mDwhhhCwFh2EClRnY2J,0.0,10,0.157,-18.822,0,Часть 55.2 - На Западном фронте без перемен,0,1929,0.952,88.881
0.605,1929,0.21,['Эрнест Хемингуэй'],0.6990000000000001,112800,0.247,1,1DRbViTRp7Clj6NnJ2NVX1,0.0,7,0.778,-18.205,1,Часть 4.2 - Прощай оружие,0,1929,0.895,74.192
0.862,1929,0.994,"['Francisco Canaro', 'Charlo']",0.726,163000,0.203,0,1EZxS9QGorIenV1rthL2Zn,0.18,5,0.52,-8.754,1,Mucamita - Remasterizado,0,1929-11-05,0.0862,120.554
0.481,1929,0.954,"['Cornélio Pires', 'Pedro Massa']",0.7120000000000001,96631,0.302,0,1GZEl3Z1mL7S4S6LDnUndn,0.0,4,0.615,-12.915,1,Agitação Política em São Paulo - Anedota,0,1929-08-07,0.873,130.30100000000002
0.915,1929,0.992,"['Francisco Canaro', 'Charlo']",0.813,167773,0.289,0,1Gzx4w63qyGeJxJGpv9APw,0.608,4,0.125,-10.404000000000002,1,Percantina - Remasterizado,0,1929-10-18,0.182,117.828
0.491,1929,0.996,['Ignacio Corsini'],0.517,120480,0.293,0,1HJYNlMeXIl7rRjcRniS0J,0.635,6,0.133,-16.188,1,No Me Escribas - Remasterizado,0,1929-06-20,0.117,82.238
0.574,1929,0.0494,['Эрих Мария Ремарк'],0.691,102600,0.237,1,1HNr0wrZTQ644Lmx8UPHrQ,0.0,10,0.319,-20.618,0,Часть 100.2 - На Западном фронте без перемен,0,1929,0.958,82.20100000000002
0.772,1929,0.991,['Ignacio Corsini'],0.723,114253,0.157,0,1HQkwQYg3kJJlWJwMawmfx,0.0188,0,0.168,-18.665,1,Atorrante - Remasterizado,0,1929-06-19,0.12,131.437
0.594,1929,0.958,['Francisco Canaro'],0.731,167267,0.603,0,1HTHJQk6dc2VsehRk1O4yn,0.52,7,0.0901,-7.474,1,Estampa del Suburbio - Instrumental (Remasterizado),0,1929-10-04,0.181,120.495
0.5589999999999999,1929,0.0175,['Эрих Мария Ремарк'],0.7040000000000001,119497,0.229,1,1I3pRiIYJQnQakTjwZZ4B7,0.0,6,0.304,-18.319000000000006,1,Часть 97.2 & Часть 98.1 - На Западном фронте без перемен,0,1929,0.939,105.745
0.799,1929,0.924,['Francisco Canaro'],0.813,199080,0.335,0,1I4qI4PW47Bcv3U98hLd1q,0.00915,9,0.0821,-10.275,0,Amorcito - Instrumental (Remasterizado),0,1929-10-17,0.112,118.236
0.642,1929,0.0441,['Эрих Мария Ремарк'],0.69,98899,0.226,1,1IlaYqQbtbEsjXwvjoKHwx,0.0,1,0.138,-19.676,1,Часть 105.4 & Часть 106.1 - На Западном фронте без перемен,0,1929,0.941,101.832
0.452,1929,0.0494,['Эрих Мария Ремарк'],0.628,108783,0.289,1,1IzNn4Ha9QrjMv7HuDAJb9,0.0,1,0.221,-19.21,0,Часть 52.2 & Часть 53.1 - На Западном фронте без перемен,0,1929,0.944,170.172
0.453,1929,0.0388,['Эрих Мария Ремарк'],0.6829999999999999,97600,0.262,1,1JVEfazEtr9NfxWofFlEZc,0.0,10,0.304,-19.834,0,Часть 28.2 - На Западном фронте без перемен,0,1929,0.946,99.335
0.568,1929,0.996,['Ignacio Corsini'],0.654,142147,0.111,0,1Ja3MBLLafQnOJnQymx9Fp,0.0661,2,0.141,-21.58,1,La Mazorquera de Monserrat - Remasterizado,0,1929-06-19,0.119,130.901
0.611,1929,0.0398,['Эрих Мария Ремарк'],0.725,108100,0.245,1,1Jy1Lh0JkVWREvYnf5WmFD,0.0,5,0.0835,-19.102,1,Часть 77.2 - На Западном фронте без перемен,0,1929,0.942,70.548
0.578,1929,0.0114,['Эрих Мария Ремарк'],0.722,130841,0.287,1,1KWDZgxzBmvUj4bAHPztIU,0.0,9,0.0555,-19.387,1,Часть 83.4 & Часть 84.1 - На Западном фронте без перемен,0,1929,0.949,124.286
0.337,1929,0.8909999999999999,['Steve Correll Group'],0.458,429347,0.365,0,1L8AsxcLa0D4vkknHLAjIE,0.914,0,0.121,-14.831,1,Essence,0,1929,0.0389,136.377
0.223,1929,0.984,"['Johann Strauss II', 'Margret Pfahl', 'Adele Kern', 'Waldemar Henke', 'Willi Domgraf-Fassbaender', 'Staatskapelle Berlin', 'Hermann Weigert']",0.596,308998,0.184,0,1L9wypqC1UW5LmHJASOzlL,2.12e-05,0,0.267,-14.17,1,Die Fledermaus (short version): Part 2,0,1929-01-01,0.464,101.816
0.595,1929,0.037000000000000005,['Эрих Мария Ремарк'],0.723,239812,0.326,1,1LN1trX8QOZlFoRCUlWD2I,0.0,0,0.29600000000000004,-16.653,1,Часть 49.3 & Часть 50 & Часть 51.1 - На Западном фронте без перемен,0,1929,0.933,125.676
0.307,1929,0.946,['Alessandra De Negri'],0.503,179449,0.0521,0,1M6XFOXBXb0aXUO4IaeR2u,0.0,2,0.114,-19.217,0,Las Morillas de Jaen - Canciones Populares Antiguas,0,1929,0.0572,105.095
0.302,1929,0.944,"['Francisco Canaro', 'Charlo']",0.618,191240,0.52,0,1N2P2VZ0TzV6pUJW0OiRdi,0.354,8,0.21,-9.036,1,Mientras Llora el Tango - Remasterizado,0,1929-10-04,0.165,121.083
0.5379999999999999,1929,0.196,['Эрнест Хемингуэй'],0.626,135533,0.252,1,1NPdwcEoPXbVO6W3Y2oJgv,0.0,7,0.179,-16.238,1,Часть 3.3 & Часть 4.1 - Прощай оружие,0,1929,0.942,176.36
0.424,1929,0.0235,['Эрих Мария Ремарк'],0.6779999999999999,95500,0.285,1,1OCFGJBuKTeeoZOSAZyvhX,0.0,9,0.324,-21.603,1,Часть 71.3 - На Западном фронте без перемен,0,1929,0.949,100.325
0.596,1929,0.994,['Francisco Canaro'],0.609,174933,0.297,0,1PrUUwRkkMbS7svLj7J13p,0.15,4,0.118,-11.312,0,Deja Que Se Vaya - Remasterizado,0,1929-10-17,0.16699999999999998,119.976
0.6459999999999999,1929,0.269,['Эрнест Хемингуэй'],0.6779999999999999,173897,0.263,1,1Qy2z9ft6cXhV86rcVa4bY,0.0,10,0.18,-19.864,0,Часть 42.2 & Часть 43.1 - Прощай оружие,0,1929,0.919,97.235
0.757,1929,0.341,['Эрнест Хемингуэй'],0.685,302486,0.194,1,1RCedwg40bv1Ovqh1JqmtX,0.0,0,0.177,-20.325,1,Часть 38.2 & Часть 39.1 - Прощай оружие,0,1929,0.931,79.393
0.7559999999999999,1929,0.989,['Francisco Canaro'],0.6609999999999999,176427,0.254,0,1RMwI9OsUJPUcGIjWRz1ws,0.28600000000000003,1,0.119,-11.666,1,Pálida Noche - Instrumental (Remasterizado),0,1929-10-15,0.0545,112.832
0.653,1929,0.459,['Эрнест Хемингуэй'],0.631,134677,0.269,1,1S5MQCPvPFfIcyA1yFeimE,0.0,1,0.472,-19.13,1,Часть 59.2 - Прощай оружие,0,1929,0.949,169.507
0.449,1929,0.929,['Alessandra De Negri'],0.726,120804,0.11,0,1TFWdLLUQpEKDbc8kDqp1U,0.000126,7,0.0864,-13.412,0,Anda Jaleo! - Canciones Populares Antiguas,0,1929,0.0487,114.53
0.481,1929,0.97,['Alessandra De Negri'],0.6920000000000001,171456,0.0408,0,1TMbYcBfOINL8OodfKVQmr,0.000107,9,0.0853,-21.786,1,Zorongo Gitano - Canciones Populares Antiguas,0,1929,0.0613,130.718
0.848,1929,0.99,['Francisco Canaro'],0.872,197613,0.409,0,1V1b8X2aC5vVTvkFNi9A9T,0.6779999999999999,2,0.109,-6.876,1,Sueño Chino - Instrumental (Remasterizado),0,1929-10-18,0.0835,92.529
0.643,1929,0.0559,['Эрих Мария Ремарк'],0.722,95500,0.256,1,1Vw7HNyxBloqnMIySFLgfy,0.0,1,0.145,-18.411,1,Часть 80.2 - На Западном фронте без перемен,0,1929,0.946,55.754
0.877,1929,0.993,"['Francisco Canaro', 'Charlo']",0.664,167267,0.26,0,1WSWo9NYP3QHIdjAK7wp7S,0.799,0,0.131,-11.494000000000002,0,Azulidad - Remasterizado,0,1929-10-18,0.343,117.822
0.259,1929,0.46,['Steve Correll Group'],0.536,435147,0.28300000000000003,0,1WqW82RQEXglJ7M0ESif2n,0.00227,0,0.112,-13.882,1,I Love You,0,1929,0.0348,118.273
0.481,1929,0.978,"['Francisco Canaro', 'Charlo']",0.433,183493,0.189,0,1XJneKnY7gkgaiA0A4PLru,0.000801,4,0.0951,-10.808,1,El Vals del Amor - Remasterizado,0,1929-11-05,0.0455,143.433
0.685,1929,0.28,['Эрнест Хемингуэй'],0.763,164100,0.248,1,1YcTgieg4Beo65t20wCj18,0.0,6,0.421,-18.666,1,Часть 17.2 - Прощай оружие,0,1929,0.944,67.291
0.684,1929,0.0786,['Эрих Мария Ремарк'],0.711,162200,0.22,1,1Ymewaqbl1u3PHJoXVIEEP,0.0,10,0.262,-18.613,1,Часть 68.3 - На Западном фронте без перемен,0,1929,0.922,80.101
0.75,1929,0.982,['Ignacio Corsini'],0.648,149453,0.281,0,1aAC4rqpBFA0hi6SfwHp1B,0.0025800000000000003,6,0.155,-15.997,1,Aquel Tapado de Armiño - Remasterizado,0,1929-06-19,0.15,131.78
0.715,1929,0.265,['Эрнест Хемингуэй'],0.6709999999999999,205228,0.209,1,1bXkQ9wENgmtztTPpv8Guv,0.0,6,0.393,-20.287,1,Часть 74.3 & Часть 75.1 - Прощай оружие,0,1929,0.918,84.88600000000002
0.728,1929,0.994,"['Francisco Canaro', 'Charlo']",0.67,171493,0.416,0,1bjYI4TisdG1J5eQfaTiB2,0.355,1,0.308,-7.113,0,Penitencia - Remasterizado,0,1929-10-18,0.0893,116.553
0.591,1929,0.204,['Эрнест Хемингуэй'],0.705,165100,0.184,1,1byFgFXLGoOshYhqjjutKY,0.0,7,0.415,-24.184,1,Часть 20.2 & Часть 21.1 - Прощай оружие,0,1929,0.914,134.305
0.377,1930,0.8109999999999999,['Joe Quartz'],0.521,285962,0.364,0,2zFXOImEoSnLb5dnPAvVNI,0.0097,6,0.14300000000000002,-10.494000000000002,0,Monster Faladoré,55,1930,0.0641,95.234
0.168,1930,0.987,"['Franz Liszt', 'Vladimir Horowitz']",0.349,541600,0.326,0,7CIoJE0JfVFcmmUY3fFojH,0.8859999999999999,1,0.784,-15.347,1,"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2",48,1930,0.0551,80.233
0.0808,1930,0.991,"['Franz Liszt', 'Vladimir Horowitz']",0.269,264560,0.00856,0,66QFC1l8Oe1bKSLdZYwr9B,0.913,1,0.132,-29.686,1,"Consolation No. 3 in D-Flat Major, S. 172/3",35,1930,0.0367,70.131
0.922,1930,0.858,"['The New Yorkers', 'Wilmouth Houdini', 'Eileen Barton']",0.727,159840,0.287,0,5qhM3qBHEIFvXL8xRe3dhb,2.6e-06,8,0.057,-9.227,1,"If I Knew You Were Comin', I'd've Baked a Cake",28,1930-01-01,0.327,170.17
0.055,1930,0.993,"['Franz Liszt', 'Vladimir Horowitz']",0.294,210827,0.006840000000000001,0,1EwvP4mPzurPA5axgvUoM6,0.939,4,0.0616,-29.3,1,"Consolation No. 2 in E Major, S. 172/2",29,1930,0.047,49.792
0.955,1930,0.924,"['Roaring Lion', 'Gerald Clark and his Caribbean Serenaders']",0.664,192933,0.374,0,1JRVPBbouJbwli9SNoZkzx,0.00132,9,0.0915,-14.835,0,The Rumba Dance,25,1930-01-01,0.0952,82.368
0.414,1930,0.982,['Mississippi Sheiks'],0.463,181800,0.244,0,2I74IqSUjq6Wyyj0RrbxID,2.58e-06,6,0.292,-7.747999999999997,1,Sitting On Top Of The World,26,1930,0.0311,93.868
0.599,1930,0.309,['Joe Quartz'],0.758,275723,0.376,0,5MlfJo55WcNfrdmhxh76nk,0.0202,4,0.0884,-14.476,0,The New World,19,1930,0.0587,91.993
0.603,1930,0.971,['Carlos Gardel'],0.6990000000000001,124147,0.447,0,1URyyv3KRVnqlVkQQi3OlQ,0.000236,3,0.19,-10.589,1,Chorra,36,1930-08-18,0.16,124.463
0.5820000000000001,1930,0.98,['Jack Payne'],0.659,151800,0.342,0,1bhwZP4zbxfdwYhLtC6LkJ,0.0211,11,0.159,-15.852,1,I Can't Believe That You're in Love With Me,17,1930,0.0965,109.822
0.445,1930,0.933,['Louis Armstrong'],0.5770000000000001,197067,0.305,0,3k3WlYkt3qYNtLFkT5yGox,0.00331,3,0.193,-12.63,1,Body and Soul,18,1930,0.0529,111.861
0.7659999999999999,1930,0.952,['Mississippi Sheiks'],0.501,180960,0.3720000000000001,0,7tJ0Wtz9mwa3jD69ldsxpY,0.0008869999999999998,3,0.152,-7.565,1,Still I'm Traveling On,17,1930,0.0792,147.745
0.196,1930,0.97,['Al Bowlly'],0.337,179240,0.0723,0,7r8PfxqONYkGBIdLhPTk1g,0.000937,2,0.0866,-16.871,1,Night and Day,18,1930,0.0561,173.895
0.0697,1930,0.982,"['Franz Liszt', 'Vladimir Horowitz']",0.295,918440,0.0696,0,4DdF8wXqThIAGAqy14uYFd,0.892,11,0.111,-23.701,1,"Ballade No. 2 in B Minor, S. 171",19,1930,0.0387,66.145
0.8340000000000001,1930,0.943,['The Growler'],0.7290000000000001,178933,0.7120000000000001,0,1dnOU5nbW5kpmRBg0uCtqy,0.0,10,0.14,-1.649,1,In the Dew and the Rain,17,1930-01-01,0.0769,103.235
0.777,1930,0.879,['Mississippi Sheiks'],0.605,194173,0.404,0,3tH8Y5S8kt2n0gPD7Zw5kL,7.55e-05,5,0.114,-7.417999999999997,1,I've Got Blood In My Eyes For You,15,1930,0.0581,142.135
0.0784,1930,0.982,"['Franz Liszt', 'Vladimir Horowitz']",0.343,585733,0.15,0,1pEfFSMwsaXrBmiNdhc1wM,0.907,2,0.165,-21.367,0,"Hungarian Rhapsody No. 19 in D Minor, S. 244/19: Lento",17,1930,0.0371,98.927
0.149,1930,0.994,"['Franz Liszt', 'Vladimir Horowitz']",0.425,430880,0.297,0,4E0kCDF59agG0qMqdCD1h9,0.918,1,0.755,-12.883,1,"Hungarian Rhapsody No. 6 in D-Flat Major, S. 244/6",16,1930,0.0485,106.942
0.696,1930,0.993,['Sam Manning'],0.703,179801,0.295,0,351Zm4ZUKWT7qW7rXVoFkr,0.000426,10,0.391,-8.017000000000001,1,Lieutnant Julian,16,1930-01-01,0.208,106.125
0.78,1930,0.935,['Big Bill Broonzy'],0.53,166373,0.235,0,0NnR5JhEg4i9GER0bsksp3,0.00126,5,0.108,-15.829,1,Long Tall Mama,14,1930,0.0445,172.86
0.961,1930,0.914,['The Tiger'],0.6920000000000001,179773,0.402,0,4QV64XiqdMv1034h8Csp2X,0.0,2,0.066,-11.727,0,Money Is King,15,1930-01-01,0.202,88.699
0.857,1930,0.944,['Big Bill Broonzy'],0.563,169960,0.528,0,5LVz44pyxkV2kW9aCkBNsn,0.0602,6,0.166,-12.567,1,How You Want It Done?,12,1930,0.0365,125.715
0.913,1930,0.985,['Big Bill Broonzy'],0.708,164667,0.453,0,5wh5X99ksMwSFy2RUzBHs7,0.00186,3,0.149,-9.267,1,I Can't Be Satisfied,13,1930,0.0368,78.84
0.0688,1930,0.981,"['Franz Liszt', 'Vladimir Horowitz']",0.43,636293,0.203,0,6lDaWKLr7PtqT1iDZTDLaE,0.8859999999999999,3,0.74,-19.76,1,"Scherzo & March, S. 177",15,1930,0.0427,123.483
0.8,1930,0.99,['Big Bill Broonzy'],0.591,171333,0.219,0,0qInprIqSvJ8OgDHbYldOk,0.0763,0,0.0953,-13.34,1,Whiskey & Good Time Blues,13,1930,0.0637,90.699
0.0734,1930,0.975,"['Franz Liszt', 'Vladimir Horowitz']",0.37,735200,0.189,0,19Ol0MHJQ9aFXy1k1717Yq,0.8420000000000001,1,0.6940000000000001,-22.01,0,"Mephisto Waltz No. 1, S. 514",15,1930,0.0442,118.259
0.0634,1930,0.979,"['Franz Liszt', 'Vladimir Horowitz']",0.31,1803280,0.22,0,6Zy82cYdN3x9ktUpQxHydk,0.868,6,0.162,-16.664,1,"Piano Sonata in B Minor, S. 178",14,1930,0.0428,79.903
0.0379,1930,0.982,"['Franz Liszt', 'Vladimir Horowitz']",0.295,791893,0.0713,0,34y6Gie19NTeapGMoqCHhl,0.8909999999999999,11,0.6990000000000001,-20.649,1,"Années de pèlerinage, Première année (Suisse), S. 160: No. 6, Vallée d'Obermann",14,1930,0.0472,75.303
0.14400000000000002,1930,0.986,"['Franz Liszt', 'Vladimir Horowitz']",0.402,413253,0.255,0,3UYi1RHLfYpKme0mNVAMk8,0.858,1,0.0819,-18.193,1,"Hungarian Rhapsody No. 6 in D-Flat Major, S. 244",10,1930,0.0439,114.921
0.498,1930,0.968,['Louis Armstrong'],0.473,181240,0.201,0,4uTCLbeG5UfyupxnQtiAco,0.0206,5,0.207,-10.122,1,Do You Know What It Means to Miss New Orleans? - Remastered 1996,10,1930,0.0471,93.239
0.126,1930,0.993,"['Franz Liszt', 'Vladimir Horowitz']",0.329,492907,0.263,0,5za81tno3SpPH0Lvj7WkuE,0.8809999999999999,3,0.115,-19.664,1,"Danse macabre, S. 555 (after Camille Saint-Saens)",12,1930,0.0421,82.62200000000001
0.713,1930,0.982,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],0.575,193507,0.392,0,0LIPDfeMSvz4t60rNqtsNh,0.113,3,0.15,-10.655,1,I'm In the Market for You,8,1930,0.0485,142.785
0.0692,1930,0.958,"['Franz Liszt', 'Vladimir Horowitz']",0.342,618987,0.17600000000000002,0,17X3oOGvjrOnY43fTQf8nA,0.861,5,0.0963,-18.769,1,"Sonata for Piano in B Minor, S. 178: I. Lento assai - Allegro energico",12,1930,0.0286,79.566
0.349,1930,0.991,['Al Bowlly'],0.419,195067,0.0378,0,1jRUl3a65OlIMzewLkEprP,0.341,1,0.141,-22.449,1,"I'm Gonna Sit Right Down and Write Myself a Letter / Auf Wiedersehen, My Dear",10,1930,0.0973,175.21599999999995
0.929,1930,0.991,['Big Bill Broonzy'],0.624,157067,0.433,0,2DTL1nQAVTK7YDRMeyFYb3,0.0128,9,0.272,-8.684,0,Trucking Little Woman,11,1930,0.29100000000000004,165.215
0.244,1930,0.988,['Al Bowlly'],0.5820000000000001,203067,0.0317,0,3AYv89siAYtbiWDcDxOjmY,0.000261,0,0.0595,-21.242,1,It's All Forgotten Now,9,1930,0.0462,81.22800000000002
0.934,1930,0.772,['Benny Goodman'],0.4920000000000001,182107,0.461,0,4Weg2Kb3y8EFrC36oBTFL5,0.421,5,0.0572,-7.548999999999999,1,Scarecrow,6,1930,0.049,189.01
0.562,1930,0.991,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],0.546,215360,0.226,0,4wFgfAZwUI6mrBtwLr1UXj,0.5870000000000001,3,0.108,-11.81,1,If I Could Be With You (One Hour Tonight),14,1930,0.0431,95.896
0.338,1930,0.991,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.456,230933,0.135,0,63kng19IR22zdFCNwsTlCD,0.00137,0,0.133,-18.486,1,Swingin' in a Hammock,9,1930,0.0939,129.871
0.28,1930,0.994,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.452,191280,0.0652,0,0IOvf9omJDhNW2dYp8Bq69,1.61e-06,4,0.301,-17.386,0,I Still Get a Thrill,8,1930,0.0685,75.154
0.0862,1930,0.957,"['Franz Liszt', 'Vladimir Horowitz']",0.32299999999999995,410933,0.0429,0,0cWpZ3g8UYSqMjALp83pQo,0.772,6,0.117,-24.761,1,"Sonata for Piano in B Minor, S. 178: II. Andante sostenuto",10,1930,0.0337,120.188
0.052000000000000005,1930,0.985,"['Franz Liszt', 'Vladimir Horowitz']",0.266,387920,0.0966,0,0d8BF98CQPoRinBOT0sX0p,0.919,4,0.0921,-22.489,1,"No. 5, Sonetto 104 del Petrarca",11,1930,0.0398,84.292
0.0802,1930,0.99,"['Franz Liszt', 'Vladimir Horowitz']",0.335,184213,0.0573,0,0htuZuZxpuKswTVSCKsLg7,0.925,10,0.0999,-24.872,0,"Valses oubliées, S. 215: No. 1 in F-Sharp Major",11,1930,0.0562,79.76
0.962,1930,0.937,['Mississippi Sheiks'],0.752,192267,0.459,0,1xKRwUhgYO5FEsHYXfdQgH,0.007809999999999998,3,0.328,-6.093,1,The Jazz Fiddler,8,1930,0.0403,105.526
0.362,1930,0.994,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.487,219960,0.109,0,3FkSu26C0CcBzciaR7cuAK,5.24e-05,2,0.139,-20.146,1,Maybe It's Love,8,1930,0.271,96.949
0.75,1930,0.983,"['Francisco Alves', 'Mario Reis']",0.7,148219,0.593,0,5RXchQNEfOrsAtfklgYNnR,8.3e-05,6,0.379,-5.8370000000000015,1,Fita Amarela,30,1930-06-14,0.181,107.391
0.0364,1930,0.988,"['Franz Liszt', 'Vladimir Horowitz']",0.305,399827,0.0457,0,66Zm9UHiKKnnyiuxsq48Ur,0.937,11,0.107,-23.484,1,"Isoldes Liebestod from Tristan und Isolde, S. 447 (after Richard Wagner)",11,1930,0.0398,67.721
0.0654,1930,0.991,"['Franz Liszt', 'Vladimir Horowitz']",0.212,233067,0.0768,0,66wyNHunn4A3nxiATrbz4p,0.8170000000000001,8,0.11,-24.628,1,"Années de pèlerinage, Première année (Suisse), S. 160: No. 5, Au bord d'une source",11,1930,0.0403,70.65899999999998
0.674,1930,0.966,['Louis Armstrong'],0.775,161240,0.179,0,6kg8X6kopBEBZwePc387nD,1.83e-06,3,0.0385,-12.898,1,Blue Yodel No. 9 - 1996 Remastered,7,1930,0.0584,107.406
0.236,1930,0.994,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.525,215973,0.124,0,75ska8UYesfNd0ihZBdcQ2,0.0153,7,0.275,-14.219,0,How Are You Tonight in Hawaii,8,1930,0.0407,97.109
0.353,1930,0.988,"['Franz Liszt', 'Vladimir Horowitz']",0.34600000000000003,362293,0.3,0,03qUZSPHqcWoItJRvyDGOl,0.85,0,0.448,-15.914,1,"Wedding March and Variations, S. 410 (after Felix Mendelssohn)",9,1930,0.0379,76.991
0.815,1930,0.821,['Louis Armstrong'],0.594,272693,0.387,0,0nSmgIviH2EEo0fnWdXKY1,0.000418,8,0.0463,-10.195,1,I'm Crazy 'Bout My Baby,7,1930,0.0592,164.18200000000004
0.102,1930,0.984,"['Franz Liszt', 'Vladimir Horowitz']",0.375,162840,0.0325,0,0xrAQaBpCiRgTh4KtQCJ70,0.74,6,0.171,-28.284,1,"Consolation No. 4 in D-Flat Major, S. 172/4",10,1930,0.0439,99.413
0.29600000000000004,1930,0.994,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.401,188387,0.0511,0,1H9JPMb4ReMwIVJqyqXpV4,0.0,10,0.141,-17.925,1,So Beats My Heart for You,8,1930,0.0676,74.348
0.936,1930,0.99,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.742,184587,0.433,0,1tJpoTInuKcs6E98Z822mt,0.899,2,0.18600000000000005,-16.203,0,That's a Plenty,6,1930,0.0821,118.506
0.488,1930,0.994,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.807,158160,0.316,0,217jXFQbJ2d3YZzmum1Gzg,0.255,5,0.38,-13.851,1,Let's Go Native,6,1930,0.408,116.159
0.7509999999999999,1930,0.993,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.6659999999999999,162640,0.349,0,26HQL0r22UvH6Nn5TZQV86,0.713,0,0.119,-13.388,0,Raggin' the Scale,6,1930,0.0504,117.847
0.619,1930,0.994,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.594,181120,0.0648,0,2EirnsbAA6LP6t2lBAbH8A,1.01e-05,7,0.35700000000000004,-18.931,1,Confessin',6,1930,0.123,121.361
0.3,1930,0.993,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.515,192853,0.156,0,2vTGqTaWzCy88jiIhsEeW9,0.0516,10,0.126,-14.924,0,Blue Is the Night,8,1930,0.0386,97.985
0.0959,1930,0.989,"['Franz Liszt', 'Vladimir Horowitz']",0.379,446107,0.0877,0,3UaOfi16cKYbWt4EcHQJJr,0.868,9,0.7020000000000001,-24.512,1,"Soirées de Vienne, S. 427 No. 6: Allegro con strepito - Live",10,1930,0.0458,89.20200000000001
0.696,1930,0.99,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.732,123387,0.264,0,3q5NHxclXJ63VDyevFAkoM,0.000852,5,0.0946,-14.148,1,Betty Co-Ed,6,1930,0.322,135.011
0.093,1930,0.991,"['Franz Liszt', 'Vladimir Horowitz']",0.299,630213,0.196,0,4IClxzDjNjeuDZSdbnZKir,0.862,8,0.16399999999999998,-19.066,1,"No. 7, Funérailles",10,1930,0.0369,82.50399999999998
0.389,1930,0.994,['Al Bowlly'],0.621,176613,0.0281,0,5S7QO2jFR7ZUrfrYxb4qGx,2.95e-06,7,0.324,-21.273000000000003,1,Everything I Have is Yours,5,1930,0.07200000000000001,105.501
0.314,1930,0.973,"['Franz Liszt', 'Vladimir Horowitz']",0.503,190787,0.17600000000000002,0,6LkXoMRSKYIuqOirAAEib2,0.0498,3,0.208,-20.393,1,"Etude No. 2 in E-Flat Major, S. 140/2 (after Paganini Caprice No. 17)",9,1930,0.0425,112.101
0.919,1930,0.93,"['Jack Teagarden', 'Ben Pollack & His Orchestra']",0.731,178813,0.371,0,6NLCeWJC4Ktm2wF046Xkxc,0.895,5,0.078,-18.239,1,Farwell Blues,6,1930,0.0471,126.999
0.0693,1930,0.989,"['Franz Liszt', 'Vladimir Horowitz']",0.343,197373,0.193,0,6qX1FbGukJCVitsb6dxSm3,0.7929999999999999,3,0.969,-26.707,0,"Valse oubliées, S. 215: No. 1 in F-Sharp Major - Live",9,1930,0.0669,90.00200000000002
0.0994,1930,0.992,"['Franz Liszt', 'Vladimir Horowitz']",0.339,169933,0.06,0,79NapO7pzkOMOuaBzc0jj7,0.872,6,0.127,-24.163,1,"Valse oubliée in F-Sharp Major, S. 215/1",9,1930,0.0434,135.91899999999998
0.703,1930,0.985,"['Louis Armstrong & His Hot Seven', 'Louis Armstrong']",0.703,206493,0.116,0,7d9qoYu7BARPHbK4Qxnbud,0.005679999999999999,5,0.36,-12.071,0,Sugar,6,1930,0.0861,132.946
0.0622,1930,0.987,"['Franz Liszt', 'Vladimir Horowitz']",0.263,377920,0.0751,0,7mGMHTfu7RmxNTyj5WWL3c,0.866,4,0.672,-23.928,1,"Années de pèlerinage II (Italie), S. 161: No. 5, Sonetto del Petrarca No. 104 - Live",10,1930,0.0434,79.47399999999998
